File Number,Project Type,Status,Filing Date,Project Name,APN,Street Address,City,State,ZIP,Latitude,Longitude,Address,Housing Type,Residential Units,Non-Residential Area,Hotel Rooms,Residential Care Units,Approval Date,Description,Plans,geometry,Planning Area,General Plan Designation,City Council District,Development Inspector,Utility Inspector,Water Service Provider,Transportation Area Zone,Special District Landscaping,Soil Type,School District Elementary,School District Secondary,Property Based Improvement District,Owl Overwintering Habitat,Natural Asbestos,HistoricArea,PovertyRate,Flood_Hazard_Area,Census Tract Languages,AirportNoise,Walk Score,Walk Score Description,Seismic Hazards,Road Noise,SNI Area,Name of Growth Area,Planning Project Manager,Public Works Engineer,Public Works File Number,Public Works Senior Engineer,Applicant Entity,Applicant Name,Representative Entity,Representative Name
SP17-009,Commercial,Under Construction,2/22/17,Miro Retail/Office,467-20-086,21 N 5th St,San Jose,CA,95112,37.338304,-121.887166,39 N. 5th Street,,,39074,,,3/15/17,"Special Use Permit to allow the demolition of an approximately 5,574 square foot existing building, and the construction of two 28-story residential towers to include 298 residential units in the west tower and 312 residential units in the east tower with three levels of underground parking and four levels of above ground parking, to allow 6 commercial condominiums which includes approximately 14,381 square feet of ground floor commercial uses and up to 24,693 square feet of flex/office space and to allow for the removal of nine trees, four of which are ordinance sized ranging from 59 to 78 inches in circumference on an approximately 1.4 gross acre site.",http://csjpbce.sanjoseca.gov/ecmsviewer/829/234/16234829.pdf,POINT (6158403.883558316 1948640.010889629),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1132,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone B (Basic),,,,0.29,D,"English: 47%, Spanish: 29%, Vietnamese: 9%, Chinese: 8%, Other: 7%",,98,Walker's Paradise,Liquefaction,65-69,13th Street,Downtown,TTAM,Joe Dyke,3-16618,Norman Mascarinas,SJSC Properties LLC,,,
SP20-005,Industrial,Approved,1/31/19,South Almaden Office,264-28-023,465 Vine St,San Jose,CA,95110,37.326827,-121.889848,northwest corner of Almaden Boulevard and Woz Way,,,1952045,,,9/14/21,"15-story (1,487,115 sq. ft.) office building with 39,137 sq. ft. amenity space (food & bev), 99,607 sq.Ft mechanical area, and 409,990 sq.ft of underground garage.",,POINT (6157562.19904658 1944473.223909911),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,829,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone B (Basic),,,,0.14,X,"Spanish: 65%, English: 25%, Other: 7%, Vietnamese: 2%, Chinese: 1%",60 CNEL,86,Very Walkable,Liquefaction,,,,,,,,Boston Properties Inc & BXP Almaden Asso,,,Christina Bernardin
H18-037,Industrial,Under Construction,8/16/18,Adobe North Tower,259-39-116,333 W San Fernando St,San Jose,CA,95113,37.331871,-121.895351,333 W. San Fernando Street,,,1015200,,,5/29/19,"Site Development Permit to allow the development of an approximately 1,315,000-square-foot building (18-story, 690,328 square feet of research and development and office use, up to 8,132 square feet of retail use, a private pedestrian bridge connecting to existing office buildings to the south, extended weekday and Saturday construction hours, and a limited number of 24-hour workdays on an approximately 2.49-gross-acre site.",http://csjpbce.sanjoseca.gov/ecmsviewer/531/743/18743531.pdf,POINT (6155989.677448536 1946333.366803901),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1201,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone B (Basic),,,,0.14,X,"English: 60%, Spanish: 16%, Other: 16%, Chinese: 6%, Vietnamese: 2%",65 CNEL,73,Very Walkable,Liquefaction,"65-69 FWY, 75-79 FWY",No,Downtown,JTU,Jason Yan,3-03401,Samuel Yung,Adobe Systems Inc,Justina Hyland,"SRGNC CRES, LLC",Andy Richard 
H13-041,Residential,Completed,10/31/13,Silvery Towers Apts,259-32-004,188 W Saint James St,San Jose,CA,95110,37.337303,-121.895247,180 W. St. James Street,MF,643,,,,2/26/14,"Site Development Permit to demolish a single-famly residence (152 Terraine Street), remove 5 ordinance sized trees, and to allow a mixed-use development consisting of a 6-level parking garage (three levels below grade), up to 20,000-square-feet of retail, and up to 643 multi-family residential units within two towers (20-stories and 22-stories), on a 1.8 gross acre site.",http://csjpbce.sanjoseca.gov/ecmsviewer/426/780/13780426.pdf,POINT (6156049.397430688 1948310.506565216),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1198,,Clay,San Jose Unified School District,San Jose Unified School District,Zone B (Basic),,,,0.14,D,"English: 60%, Spanish: 16%, Other: 16%, Chinese: 6%, Vietnamese: 2%",60 CNEL,88,Very Walkable,Liquefaction,"60-64, 75-79 FWY",No,,KTOOMIAN,Allen Baquilar,3-07662,,KT Properties,Mark Tersini,,
SP20-020,Residential,Approved,6/5/18,Carlysle,259-35-033,51 Notre Dame Ave,San Jose,CA,95113,37.335304,-121.895766,51 Notre Dame Avenue,MF,220,,,,7/8/20,"Site Development Permit to allow demolition of an existing building and construct a new 21 story building with approximately 123,479 square foot office space, 290 residential units, and approximately 7,603 square feet of ground floor commercial space on a 0.68 gross acre site.",,POINT (6155887.673315299 1947584.994377099),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1198,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone B (Basic),,,,0.14,X,"English: 60%, Spanish: 16%, Other: 16%, Chinese: 6%, Vietnamese: 2%",60 CNEL,82,Very Walkable,,,,,,,,,Acquity Realty,Dennis Randall,,
H18-025,Commercial,Pending,6/18/20,The Carlysle,259-35-033,51 Notre Dame Ave,San Jose,CA,95113,37.335304,-121.895766,51 Notre Dame Avenue,,,131082,,,,"Site Development Permit to allow demolition of an existing building and construct a new 21 story building with approximately 123,479 square foot office space, 290 residential units, and approximately 7,603 square feet of ground floor commercial space on a 0.68 gross acre site.",,POINT (6155887.673315299 1947584.994377099),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1198,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone B (Basic),,,,0.14,X,"English: 60%, Spanish: 16%, Other: 16%, Chinese: 6%, Vietnamese: 2%",60 CNEL,82,Very Walkable,Liquefaction,75-79 FWY,No,Downtown,SFARMER,Eilbret Mirzapour,3-24353,Vivian Tom,,Dennis Randall Jr.,,
H16-018,Industrial,Under Construction,4/27/16,335 West San Fernando St,259-39-116,333 W San Fernando St,San Jose,CA,95113,37.331871,-121.895351,333 W. San Fernando Street,,,700000,,,11/9/16,"Site Development Permit to allow the demolition of an existing 30,659-square foot building, the construction of a  new 1,513,941-square foot 18-story building with up to 700,000 square feet of office and retail uses, and the removal of three ordinance-size trees and eleven street trees on a 2.50-gross acre site.",http://csjpbce.sanjoseca.gov/ecmsviewer/785/120/16120785.pdf,POINT (6155989.677448536 1946333.366803901),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1201,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone B (Basic),,,,0.14,X,"English: 60%, Spanish: 16%, Other: 16%, Chinese: 6%, Vietnamese: 2%",65 CNEL,73,Very Walkable,Liquefaction,"65-69 FWY, 75-79 FWY",No,Downtown,RBUSTOS,Joe Dyke,3-03401,Norman Mascarinas,WSD,,,
PD19-029,Mixed-use,Approved,10/10/19,Google - Downtown West Mixed Use,259-38-132,450 W Santa Clara St,San Jose,CA,95113,37.331676,-121.899799,West of Downtown,,5000,7800000,800,,,"General Plan Amendment, Planned Development Rezoning, Planned Development Permit, Historic Landmark Boundary Amendments, Historic Permit Amendment, and Vesting Tentative Map to facilitate changing the land use designation and text within the approximately 81-gross acre site and to allow the construction of up to 5,900 residential units; up to 7,300,000 gross square feet (GSF) of office space; up to 500,000 GSF of active uses such as retail, cultural, & arts; up to 300 hotel rooms; up to 800 rooms of limited-term corporate accommodations; up to two event and conference centers totaling up to 100,000 GSF; up to two central utility plants totaling approximately 130,000 GSF; logistics/warehouse(s) totaling approximately 100,000 GSF; and approximately 15 acres of open space, all on approximately 81 acres. The project also proposes infrastructure, transportation, and public realm improvements.",,POINT (6154695.523733535 1946281.686696489),Central,Commercial Downtown,6,Pedro Colin,John Rodriguez,San Jose Water Company,767,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone B (Basic),,,,0.14,D,"English: 67%, Spanish: 21%, Other: 8%, Chinese: 3%, Vietnamese: 1%",60 CNEL,90,Walker's Paradise,Liquefaction,"70-74, 75-79, 75-79 FWY",Burbank/Del Monte,"Diridon Plan, Downtown, Downtown Transit Employment Center",JHAN,,3-25635,,Google LLC,,,Alexa Arena
PD15-061,Mixed-use,Approved,12/4/15,Diridon TOD,259-38-036,402 W Santa Clara St,San Jose,CA,95113,37.33165,-121.899095,402 West Santa Clara,,325,1040000,,,5/24/16,A Planned Development Permit to allow the construction of a mixed use development with up to 1.04 million square feet for office/retail and up to 325 multi-family attached residences on a 8.93 gross acre site.,http://csjpbce.sanjoseca.gov/ecmsviewer/982/825/15825982.pdf,POINT (6154900.044691487 1946269.160365804),Central,Downtown,6,Pedro Colin,John Rodriguez,San Jose Water Company,1200,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone B (Basic),,,,0.14,X,"English: 60%, Spanish: 16%, Other: 16%, Chinese: 6%, Vietnamese: 2%",60 CNEL,86,Very Walkable,Liquefaction,"75-79 FWY, 70-74",Delmas Park,Downtown,JTU,Joe Dyke,3-10952,Norman Mascarinas,Trammell Crow Company,,,
H20-026,Residential,Pending,7/27/20,Eterna Tower,254-32-065,17 E Santa Clara St,San Jose,CA,95113,37.336618,-121.89028,17 East Santa Clara St,MF,96,,,,,"Site Development Permit to allow the demolition of two existing commercial buildings (totaling 14,623 square feet) and the construction of a new mixed-use project with 192 residential units, including 22% restricted affordable units for low-income residents (42 units), 5,400 square feet reserved for VTA transit station purposes, 5,200 square feet of commercial space, and no proposed parking.",,POINT (6157489.560374066 1948039.633442842),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,576,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone A (Premium),,,,0.29,D,"English: 47%, Spanish: 29%, Vietnamese: 9%, Chinese: 8%, Other: 7%",,98,Walker's Paradise,Liquefaction,,,,LMEINERS,Joe Provenzano,3-25763,Joe Provenzano," Roygbiv Real Estate Development, LLC",Loida Kirkley,Anderson Architects,Kurt Anderson
H20-040,Mixed-use,Pending,11/25/20,North 2nd Affordable Senior Housing,467-21-028,15 N 2nd St,San Jose,CA,95113,37.336899,-121.889891,19 North 2nd Street,,210,299135,,210,,"Special Use Permit to allow the demolition of the interior of a 15,000 square foot building, retaining and integrating the street-facing two story façade and parapet, and the construction of a mixed-use project (22 stories above ground and one basement level. 220 feet in height to roof level and 240 feet to top of dome) including 18,643 square feet of commercial space and 220 units of 100% affordable senior housing with no proposed parking on an existing 9,375-gross sf site.",,POINT (6157604.160173134 1948140.255474828),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,576,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone A (Premium),,,,0.29,D,"English: 47%, Spanish: 29%, Vietnamese: 9%, Chinese: 8%, Other: 7%",,98,Walker's Paradise,,,,,,,,,,,,
SP21-031,Mixed-use,Pending,7/23/21,SP21-031 Urban Catalyst's Icon/Echo,467-20-079,147 E Santa Clara St,San Jose,CA,95113,37.33783,-121.888056,147 East Santa Clara Street,,415,533500,,,,"Special Use Permit to allow the demolition of all existing buildings on-site totaling approximately 15,748 square feet and the removal of 42 trees (16 ordinance-size, 26 non-ordinance-size) for the construction of a mixed-use project consisting of up to 415 residential units, 525,000 square feet of commercial space, 8,500 square feet of retail space, and allowances of up to 10 commercial condominiums. The project includes extended construction hours from 7:00 am to 7:00 pm Monday through Saturday.  ",,POINT (6158142.611089618 1948471.281058265),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1135,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone A (Premium),,,,0.29,D,"English: 47%, Spanish: 29%, Vietnamese: 9%, Chinese: 8%, Other: 7%",,97,Walker's Paradise,Liquefaction,,No,,AATIENZA,Jason Yan,3-02369,Elizabeth Koki,Urban Catalyst,Paul Ring,WRNS Studio,Russell Sherman
H18-026,Residential,Under Construction,6/7/18,S. Market Mixed Use,264-30-034,477 S Market St,San Jose,CA,95113,37.328515,-121.886133,477 S. Market Street,MF,130,,,,5/1/19,"Site Development Permit to allow demolition of an existing building and construct a 6-story mixed use development with 130 residential units and approximately 5,000-square feet street of commercial space on a 0.58 gross acre site",http://csjpbce.sanjoseca.gov/ecmsviewer/387/742/18742387.pdf,POINT (6158651.375569683 1945071.742976221),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,580,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone A (Premium),,,,0.14,D,"Spanish: 65%, English: 25%, Other: 7%, Vietnamese: 2%, Chinese: 1%",60 CNEL,95,Walker's Paradise,Liquefaction,"60-64, 65-69 FWY",Market-Almaden,Downtown,SFARMER,Jason Yan,3-24361,Samuel Yung,,Dennis Randall Jr.,,
H15-047,Residential,Approved,9/28/15,Gateway Tower,264-30-089,455 S 1st St,San Jose,CA,95113,37.329004,-121.885647,455 S. 1st Street,MF,300,,,,12/6/16,"Site Development Permit to allow the total demolition of two buildings, the removal of one ordinance-sized tree and the construction of a 25-story building with up to 300 residential units and approximately 5,000 square feet of commercial space on an approximately 0.50 gross acre site. ",http://csjpbce.sanjoseca.gov/ecmsviewer/091/802/16802091.pdf,POINT (6158795.304844376 1945247.677495768),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,580,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone A (Premium),,,,0.14,D,"Spanish: 65%, English: 25%, Other: 7%, Vietnamese: 2%, Chinese: 1%",60 CNEL,95,Walker's Paradise,Liquefaction,"60-64, 65-69 FWY",No,Downtown,TTAM,Arlyn Villanueva,3-14418,Norman Mascarinas,Core Residential LLC,,,
H17-059,Commercial,Approved,10/28/17,Hotel Clariana Addition,467-23-088,10 S Third St,San Jose,CA,95113,37.336936,-121.888056,10 S. 3rd Street,,,51573,63,,3/11/20,"Site Development Permit to allow the construction of a six-story 46,290-square foot addition to an existing 44-room five story hotel (Hotel Clariana), including 63 hotel rooms (three  larger guest suites), for a total of 107 rooms, with 1,525-square foot public eating establishment, a 1,106-square foot pool and spa and a 1,058-square foot fitness space on the ground floor,  on a 0.41 gross acre site in Downtown.",,POINT (6158137.783315464 1948145.80826649),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1146,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone A (Premium),,,Downtown Commercial,0.26,D,"English: 46%, Other: 28%, Spanish: 13%, Chinese: 7%, Vietnamese: 6%",,98,Walker's Paradise,,,,,,,,,,Tina Phan,,
H19-041,Industrial,Approved,9/19/19,Fountain Alley Office,467-22-002,26 S 1st St,San Jose,CA,95113,37.335786,-121.889844,26 S. 1st Street,,,90829,,,8/12/20,"Site Development Permit to allow demolition of an existing 5,870-square foot building (formerly Lido Nightclub, 30 S. 1st Street), removal of an adjacent 7,355-square foot surface parking lot (26 S.1st Street), and the construction of a  6-story, mixed-use building consisting of ground-floor commercial, five stories of office space, and a rooftop bar/restaurant on an approximately 0.34-gross acre project site.  The project includes a proposal for 100% reduction in required vehicle parking and a request to exceed the 60 foot height guideline in the San Jose Downtown Historic District Guidelines.",,POINT (6157611.804627048 1947734.849980931),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,766,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone A (Premium),,,Downtown Commercial,0.26,D,"English: 46%, Other: 28%, Spanish: 13%, Chinese: 7%, Vietnamese: 6%",,98,Walker's Paradise,Liquefaction,"70-74, 65-69 FWY",No,Downtown,MBLANCO,Jason Yan,3-25007,Samuel Yung,Urban Catalyst,,,Tim Woloshyn
H20-037,Mixed-use,Pending,12/1/20,Fountain Alley,373-08-002,35 S Second St,San Jose,CA,95113,37.335596,-121.889149,35 S. 2nd Street,,194,437883,,,,"Site Development Permit to allow the construction of a 21-story mixed-use building consisting of 194 residential units and 405,924-gross square foot office with 31,959-sgross square foot ground floor retail and four levels of underground parking and loading on a 1.25-acre site 
 ",,POINT (6157812.813046016 1947662.678006171),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,766,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone A (Premium),,,Downtown Commercial,0.26,D,"English: 46%, Other: 28%, Spanish: 13%, Chinese: 7%, Vietnamese: 6%",,97,Walker's Paradise,Liquefaction,,No,,AWANG,Tiffany Pong,3-06977,Samuel Yung,Project Fountain Alley LLC,,Westbank Corp.,Aaron Maund 
H18-038,Commercial,Approved,8/28/18,Almaden Corner Hotel,259-35-055,8 N Almaden Blvd,San Jose,CA,95113,37.334182,-121.895353,8 N. Almaden Boulevard,,,153275,272,,1/14/20,"Site Development Permit to construct a 19-story hotel with 272 guest rooms, including approximately 1,200 square feet of ancillary commercial space, with an off-site parking arrangement on 0.21-gross acre site.",http://csjpbce.sanjoseca.gov/ecmsviewer/939/059/19059939.pdf,POINT (6156001.641471616 1947174.725145402),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1198,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone A (Premium),,,,0.14,X,"English: 60%, Spanish: 16%, Other: 16%, Chinese: 6%, Vietnamese: 2%",65 CNEL,78,Very Walkable,Liquefaction,"75-79 FWY, 70-74",No,Downtown,PKELLY,Eilbret Mirzapour,3-24347,Vivian Tom,"Almaden Corner, LLC",Mark Tersini,C2K Architects,Nathan Miller 
H16-042,Commercial,Approved,10/18/16,Tribute Hotel,259-42-079,211 S 1st St,San Jose,CA,95113,37.332154,-121.888049,211 S. 1st Street,,,186426,279,,1/28/20,"Site Development Permit to allow the construction of a 24-story, 274-room hotel, integrated with the Montgomery Hotel, a designated City Landmark, with off-site parking on an approximately 0.58-gross acre site/",http://csjpbce.sanjoseca.gov/ecmsviewer/849/030/45030849.pdf,POINT (6158113.994574042 1946404.826518866),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,578,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone A (Premium),,,,0.14,D,"English: 60%, Spanish: 16%, Other: 16%, Chinese: 6%, Vietnamese: 2%",60 CNEL,96,Walker's Paradise,Liquefaction,"70-74, 65-69 FWY",No,Downtown,JTU,Jason Yan,3-05908,Samuel Yung,Khanna Enterprises LTD III LP,,,
SP18-016,Mixed-use,Approved,3/29/18,27 West,259-40-043,27 S 1st St,San Jose,CA,95113,37.335408,-121.890691,27 South 1st Street,,374,35712,,,2/27/19,"Special Use Permit to allow the demolition of an existing commercial building and the construction of a 22-story, 242 foot-tall mixed-use building consisting of 374 residential units and approximately 35,712 square feet of retail space, with an alternative parking arrangement (parking stackers) and reduce parking on a 0.57-gross acre site in the DC Downtown Core Zoning District.",http://csjpbce.sanjoseca.gov/ecmsviewer/279/241/19241279.pdf,POINT (6157363.538115552 1947600.892085257),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1195,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone A (Premium),,,,0.14,D,"English: 60%, Spanish: 16%, Other: 16%, Chinese: 6%, Vietnamese: 2%",,97,Walker's Paradise,Liquefaction,"65-69 FWY, 70-74",No,Downtown,PKELLY,Joe Provenzano,3-15532,Vivian Tom,"Legal Support Network, LLC",,,
H20-021,Industrial,Approved,6/29/20,Almaden Tower,421-23-041,50 Almaden Blvd,San Jose,CA,95113,37.3328,-121.893864,Southwest corner of S Almaden Avenue & Post Stree,,,596750,,,12/9/20,"Site Development Permit to allow:
The construction of a new 20-story plus penthouse commercial office building, approximately 781,000 gross square feet in size, including 11,750 sf of ground-floor active use with four stories of underground parking and four stories of above-grade parking.
The removal of 8 ordinance-sized trees",,POINT (6156427.005769367 1946665.138949326),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1197,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone A (Premium),,,,0.14,X,"English: 60%, Spanish: 16%, Other: 16%, Chinese: 6%, Vietnamese: 2%",65 CNEL,82,Very Walkable,Liquefaction,,No,Downtown,LMEINERS,Cristina Lindstrom,3-05666,Joe Provenzano,JP DiNapoli Companies Inc,John DiaNapoli,Gensler,Britt Lindberg
H18-045,Industrial,Under Construction,9/27/18,DiNapolo Office,259-43-076,200 Park Ave,San Jose,CA,95113,37.330917,-121.891721,200 Park Avenue,,,717246,,,10/9/19,"Site Development Permit to allow for the demolition the existing buildings, removal of ten (10) ordinance size trees, and construction of a 1,337,800-square foot office building on an approximately 1.7-gross acre site.",,POINT (6157039.801213332 1945970.335463913),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,577,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone A (Premium),,,,0.14,X,"English: 60%, Spanish: 16%, Other: 16%, Chinese: 6%, Vietnamese: 2%",60 CNEL,89,Very Walkable,Liquefaction,"60-64, 65-69 FWY",No,Downtown,CVANDERZ,Jason Yan,3-13130,Samuel Yung,SJ Cityview LLC,Casey Kraning,,Britt Lindberg
SP16-021,Residential,Approved,4/11/16,Greyhound Residential,259-40-012,60 S Almaden Ave,San Jose,CA,95113,37.333556,-121.892527,70 South Almaden Avenue,MF,781,,,,5/23/17,"Special Use Permit to allow the construction of 781 residential units with 20,000 square feet of ground floor retail in two (2) high rise towers with 23 to 24 stories including four (4) levels of below-grade parking on a 1.63 gross acre site.",,POINT (6156819.780289142 1946934.584062258),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1197,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone A (Premium),,,,0.14,X,"English: 60%, Spanish: 16%, Other: 16%, Chinese: 6%, Vietnamese: 2%",60 CNEL,93,Walker's Paradise,Liquefaction,65-69 FWY,No,Downtown,LSIMVOUL,Joe Dyke,3-16268,Norman Mascarinas,KT Properties,Mark Tersini,,
SP20-032,Industrial,Approved,10/31/18,Park habitat formerly Museum Place,259-42-023,201 S Market St,San Jose,CA,95113,37.330932,-121.890036,180 Park Avenue,,,1241820,,,11/1/21,"Special Use Permit to allow the demolition of a 42,550-square-foot commercial building and the construction of a 20-story, 1,275,903-square foot mixed-use building with office, retail, and museum space with a commercial condominium for the museum. The project would include 4 levels of below grade parking on a 2.55-gross acre site.",,POINT (6157529.740643241 1945968.515513435),Central,Public/Quasi-Public,3,Pedro Colin,John Rodriguez,San Jose Water Company,577,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone A (Premium),,,,0.14,D,"English: 60%, Spanish: 16%, Other: 16%, Chinese: 6%, Vietnamese: 2%",60 CNEL,91,Walker's Paradise,Liquefaction,,No,Downtown,CVANDERZ,Tiffany Pong,3-07341,Samuel Yung,Museum Place Owner LLC,Aaron Maund,,
H19-016,Industrial,Approved,4/19/19,City View Plaza,259-41-068,170 Pk Ctr Plz,San Jose,CA,95113,37.333707,-121.891049,150 Almaden Boulevard,,,3640033,,,6/16/20,"Site Development Permit, subject to conditions, to allow the demolition of existing on-site buildings (including candidate City Landmarks), the removal twenty (20) ordinance size trees, and the construction of an approximately 3.79 million square feet comprised of 24,000 square feet of ground floor retail and 3,640,033 square feet of office space and including a request for 24-hour construction and Downtown Design Guideline exceptions on an approximately 8.1-gross acre site.",,POINT (6157250.262113065 1946983.16721808),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1197,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone A (Premium),,,,0.14,D,"English: 60%, Spanish: 16%, Other: 16%, Chinese: 6%, Vietnamese: 2%",60 CNEL,95,Walker's Paradise,Liquefaction,"65-69 FWY, 60-64",No,Downtown,CVANDERZ,Jason Yan,3-25165,Samuel Yung,SJ Cityview LLC,Casey Kraning,,
HA14-023-02,Residential,Under Construction,12/6/17,Post & San Pedro Tower,259-40-088,171 Post St,San Jose,CA,95113,37.334192,-121.892705,171 Post Street,MF,228,,,,6/9/18,"Site Development Permit Amendment to amend previously approved Site Development Permits (File Nos. H14-023 and HA14-023-01) to increase the number of residential units from 202 to 228, to allow alterations to the floor plans, and architectural modifications of a 20-story mixed-use building on an approximately 0.47 gross acre site.",http://csjpbce.sanjoseca.gov/ecmsviewer/801/680/17680801.pdf,POINT (6156771.480512952 1947166.898331137),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1197,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone A (Premium),,,,0.14,D,"English: 60%, Spanish: 16%, Other: 16%, Chinese: 6%, Vietnamese: 2%",60 CNEL,93,Walker's Paradise,Liquefaction,65-69 FWY,No,Downtown,TTAM,Jason Yan,3-18792,Samuel Yung,Simeon,Mike Kim,,
H15-055,Residential,Approved,11/17/15,6th Street Project,467-19-059,73 N 6th St,San Jose,CA,95112,37.339574,-121.886329,73 N. 6th Street,MF,126,,,,6/29/16,"Site Development Permit to allow the demolition of all existing buildings and a portion of an existing parking lot and the construction of a ten-story building, 197 residential unit mixed use building with 2,366 square feet of commercial space on a 0.28-gross acre site.",http://csjpbce.sanjoseca.gov/ecmsviewer/121/815/15815121.pdf,POINT (6158654.03959226 1949098.766138441),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1132,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone C (Expansion),,,,0.29,D,"English: 47%, Spanish: 29%, Vietnamese: 9%, Chinese: 8%, Other: 7%",,96,Walker's Paradise,Liquefaction,No,13th Street,Downtown,LSIMVOUL,Joe Dyke,3-18980,Norman Mascarinas,"Pacific West Communities, Inc.",,,
H19-021,Residential,Pending,1/30/19,4th Street Housing,467-20-019,100 N 4th St,San Jose,CA,95112,37.339449,-121.888458,100 N. 4th Street,MF,298,,,,,"Site Development Permit to allow the removal of seven trees (six ordinance-size) and the relocation of two single-family residences for the construction of a 23-story building consisting of up to 298 residential units  and approximately 8,423 square feet of retail space on an approximately 0.98-gross acre site.",,POINT (6158034.499025973 1949062.433512931),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1132,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone C (Expansion),,,,0.29,D,"English: 47%, Spanish: 29%, Vietnamese: 9%, Chinese: 8%, Other: 7%",,94,Walker's Paradise,Liquefaction,"65-69 FWY, 65-69",13th Street,Downtown,AATIENZA,Jason Yan,3-16238,Elizabeth Koki,LPMD Architects,Anthony Ho,,
H20-028,Residential,Approved,8/5/20,605 Affordable,569-14-128,605 S Second St,San Jose,CA,95112,37.327188,-121.882862,605 S 2nd St,MF,345,,,,,"SB 35 Ministerial Permit to allow the construction of a 100% affordable 289,324 square foot  apartment building (29 stories) with a total of up to 345 residential units, occupied roof deck, and 96 proposed parking spaces within a three-level below-grade parking structure on a 0.29-acre (12,832-gross sf) site using streamlined processing (SB 35). This may include several incentives/concessions (undefined) to objective development standards pursuant to State Density Bonus law.",,POINT (6159595.203483612 1944574.560844334),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1160,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone C (Expansion),,,,0.24,D,"English: 39%, Spanish: 38%, Other: 12%, Vietnamese: 6%, Chinese: 5%",60 CNEL,93,Walker's Paradise,Liquefaction,,,Downtown,JOESORDI,Jason Yan,3-13559,Joe Provenzano,"Roygbiv Real Estate Development, LLC",Loida Kirkley,Anderson Architects,Kurt Anderson
